order_id,order_time,delivery_time,app_session_id,delivery_agent_id,restaurant_id,primary_product_id,delivery_fee_paid,payment_mode,sales_quantity,total_price
192,"2025-05-18 22:24:31","2025-05-18 23:38:31",16343,1858,205,3940,53,Cash,2,460
193,"2024-12-12 15:23:06","2024-12-12 16:14:06",7787,1685,276,2905,47,UPI,1,266
194,"2025-04-10 18:17:40","2025-04-10 19:11:40",18724,1851,158,3311,47,UPI,1,146
195,"2024-09-12 07:15:33","2024-09-12 07:54:33",2472,1050,14,1370,46,Wallet,1,138
196,"2024-07-18 14:52:44","2024-07-18 16:13:44",7712,1346,293,3534,51,Card,1,265
197,"2025-01-02 12:58:39","2025-01-02 13:59:39",4363,1625,168,2403,0,Card,5,1163
198,"2025-05-25 18:08:48","2025-05-25 18:30:48",14065,1868,199,3255,60,Card,1,198
199,"2024-10-04 23:53:28","2024-10-05 00:47:28",13979,1009,105,141,0,UPI,2,494
200,"2025-05-04 00:27:27","2025-05-04 01:17:27",371,1441,41,2643,60,UPI,1,195
201,"2024-08-13 23:37:03","2024-08-14 00:57:03",6923,1847,126,3854,48,Card,1,194
202,"2024-08-15 18:01:33","2024-08-15 18:39:33",10036,1564,86,2748,0,UPI,3,490
203,"2025-04-23 20:25:18","2025-04-23 20:54:18",17685,1529,176,4996,51,Cash,1,160
204,"2024-09-27 09:33:09","2024-09-27 10:41:09",1108,1734,164,90,41,UPI,4,858
205,"2024-11-24 19:21:25","2024-11-24 19:43:25",12813,1276,121,2741,56,Cash,2,408
206,"2024-07-18 12:15:33","2024-07-18 12:58:33",14904,1405,190,1873,49,Wallet,2,538
207,"2025-02-10 11:14:25","2025-02-10 11:51:25",8954,1183,129,1781,44,Cash,2,535
208,"2025-02-03 06:43:04","2025-02-03 07:46:04",15937,1602,233,4764,41,Cash,5,1028
209,"2024-12-13 06:29:45","2024-12-13 07:13:45",14888,1784,171,4904,37,Wallet,2,447
210,"2024-09-07 14:18:15","2024-09-07 15:33:15",16859,1051,101,177,0,UPI,5,932
211,"2024-07-22 05:23:37","2024-07-22 06:32:37",6054,1360,221,3121,48,Card,3,700
212,"2024-09-03 00:30:54","2024-09-03 01:59:54",16730,1651,289,3995,57,UPI,1,294
213,"2025-05-27 02:19:29","2025-05-27 02:43:29",3839,1241,2,3726,44,Card,4,923
214,"2024-07-09 09:10:07","2024-07-09 10:16:07",13795,1121,271,4688,0,Card,2,520
215,"2024-08-01 12:26:46","2024-08-01 13:06:46",13833,1702,90,1578,39,Card,4,988
216,"2024-12-24 06:13:16","2024-12-24 07:42:16",13320,1943,236,2690,32,Card,3,810
217,"2024-08-23 18:54:36","2024-08-23 19:36:36",1345,1262,240,3070,25,Cash,3,645
218,"2024-09-04 13:01:30","2024-09-04 13:34:30",5730,1463,261,1242,49,Card,3,834
219,"2024-11-05 22:22:23","2024-11-05 23:44:23",16982,1680,69,619,0,Card,2,437
220,"2025-01-11 13:32:02","2025-01-11 14:33:02",13510,1514,146,1958,0,Cash,3,539
221,"2024-10-29 07:38:22","2024-10-29 08:47:22",1651,1495,260,3361,45,UPI,1,237
222,"2024-07-21 01:44:26","2024-07-21 02:16:26",15462,1329,137,1272,45,UPI,2,630
223,"2025-03-31 01:49:23","2025-03-31 02:53:23",9481,1253,243,1664,0,Cash,1,245
224,"2024-10-18 23:41:25","2024-10-19 00:41:25",17662,1055,38,2290,41,Wallet,4,845
225,"2024-08-01 06:48:24","2024-08-01 08:12:24",16444,1285,192,4665,28,Wallet,3,829
226,"2024-11-11 12:11:07","2024-11-11 12:50:07",17446,1856,247,1096,0,Wallet,4,871
227,"2025-03-31 01:34:47","2025-03-31 02:39:47",9130,1241,166,3454,31,UPI,1,249
228,"2025-03-21 02:39:50","2025-03-21 03:46:50",13077,1270,61,700,36,Wallet,1,193
229,"2025-01-31 19:01:53","2025-01-31 19:39:53",12972,1105,299,858,21,Card,4,878
230,"2025-04-18 18:07:47","2025-04-18 19:34:47",15538,1000,100,2125,59,Wallet,3,761
231,"2025-04-02 22:51:50","2025-04-02 23:49:50",16489,1207,216,2751,0,UPI,5,999
232,"2024-10-28 17:23:39","2024-10-28 18:27:39",13400,1434,251,196,20,Cash,5,1219
233,"2024-12-25 05:42:29","2024-12-25 06:14:29",12761,1105,287,3040,52,Wallet,5,1310
234,"2025-06-23 13:10:55","2025-06-23 13:54:55",13563,1679,235,1796,27,Card,5,1463
235,"2025-01-16 13:47:00","2025-01-16 14:22:00",1002,1309,68,938,42,UPI,4,1120
236,"2025-02-26 11:56:42","2025-02-26 13:12:42",109,1484,263,2293,0,Wallet,3,489
237,"2024-12-07 00:00:42","2024-12-07 01:12:42",3811,1812,200,3602,0,Cash,1,236
238,"2024-11-10 04:12:16","2024-11-10 05:01:16",8732,1935,249,1966,45,Card,5,1133
239,"2024-07-17 07:32:01","2024-07-17 08:00:01",437,1482,267,3960,49,Wallet,1,261
240,"2025-06-17 18:40:38","2025-06-17 19:41:38",8851,1076,239,3515,26,Card,4,807
241,"2025-06-27 09:42:32","2025-06-27 10:19:32",7523,1439,67,2722,0,Wallet,1,310
242,"2024-10-22 17:37:08","2024-10-22 18:08:08",16844,1442,216,3207,38,UPI,1,217
243,"2024-12-13 10:41:05","2024-12-13 11:18:05",18781,1974,142,2198,0,Wallet,5,1157
244,"2024-10-13 09:55:48","2024-10-13 10:25:48",12559,1897,288,1211,51,Card,2,485
245,"2025-04-07 12:21:48","2025-04-07 13:47:48",1664,1205,181,1308,54,UPI,2,575
246,"2024-07-20 01:22:41","2024-07-20 02:04:41",1219,1741,24,12,35,UPI,4,1025
247,"2025-01-27 00:53:56","2025-01-27 01:17:56",12614,1971,259,693,26,Card,1,282
248,"2025-04-11 13:38:24","2025-04-11 14:02:24",4687,1048,25,443,36,UPI,1,288
249,"2025-01-21 21:02:13","2025-01-21 21:44:13",17953,1060,215,1568,60,UPI,3,719
250,"2024-09-20 21:53:32","2024-09-20 22:32:32",2146,1730,54,349,34,Cash,2,446
251,"2025-02-01 20:50:29","2025-02-01 21:27:29",10528,1828,194,3077,0,Wallet,5,1215
252,"2024-09-05 10:42:11","2024-09-05 12:08:11",561,1086,157,3286,45,Cash,2,432
253,"2024-10-06 17:19:18","2024-10-06 18:14:18",1367,1533,84,3674,37,Wallet,3,696
254,"2025-05-11 23:47:28","2025-05-12 00:11:28",15779,1516,52,4509,0,UPI,1,249
255,"2024-12-10 17:33:33","2024-12-10 18:10:33",1510,1307,211,3352,0,Wallet,2,393
256,"2024-12-13 18:56:35","2024-12-13 20:10:35",8370,1322,109,4387,34,UPI,3,796
257,"2025-04-24 09:28:48","2025-04-24 10:39:48",10091,1873,87,2753,38,Cash,5,1087
258,"2025-06-18 23:17:47","2025-06-18 23:43:47",9916,1293,91,1297,28,Wallet,2,317
259,"2024-10-20 17:09:31","2024-10-20 17:32:31",4397,1524,298,1564,60,Wallet,2,507
260,"2025-01-09 07:26:50","2025-01-09 08:05:50",6446,1324,39,544,23,Wallet,2,487
261,"2025-01-25 00:22:11","2025-01-25 01:29:11",12349,1308,81,2070,54,Wallet,4,804
262,"2025-06-11 13:31:41","2025-06-11 14:34:41",16491,1641,149,3859,40,Cash,2,439
263,"2025-03-16 16:08:18","2025-03-16 16:33:18",7968,1930,249,4173,60,Cash,5,1047
264,"2025-04-23 00:00:18","2025-04-23 00:42:18",16791,1234,103,2712,54,Card,3,702
265,"2024-12-10 08:27:59","2024-12-10 09:38:59",5070,1867,36,3158,0,Cash,5,1281
266,"2025-02-13 02:28:27","2025-02-13 03:02:27",4428,1990,180,1895,43,Cash,3,705
267,"2024-08-26 07:38:35","2024-08-26 08:17:35",9197,1421,276,2841,57,Card,1,255
268,"2025-06-12 10:44:38","2025-06-12 11:43:38",7348,1104,149,4867,59,Card,4,862
269,"2025-01-19 04:33:01","2025-01-19 05:34:01",11800,1225,257,3416,0,Card,5,1267
270,"2025-04-01 20:17:31","2025-04-01 20:52:31",9640,1015,144,3732,0,Wallet,4,880
271,"2025-04-28 10:19:05","2025-04-28 11:00:05",11287,1560,6,2760,27,Card,2,378
272,"2024-10-26 01:40:14","2024-10-26 02:31:14",12049,1345,271,3476,0,Cash,1,283
273,"2024-08-28 02:18:10","2024-08-28 03:29:10",14255,1766,113,1127,26,Wallet,2,461
274,"2024-11-18 11:18:01","2024-11-18 12:21:01",5065,1465,84,220,0,Cash,4,878
275,"2024-12-22 07:47:09","2024-12-22 08:22:09",19792,1942,32,3785,60,UPI,4,1107
276,"2025-06-03 21:28:38","2025-06-03 21:55:38",2849,1523,97,843,55,Wallet,3,577
277,"2024-11-21 14:59:36","2024-11-21 15:30:36",2600,1857,106,282,58,Card,4,926
