app_session_id,created_at,user_id,utm_source,device_type
64,"2024-12-03 22:48:02",1734,NULL,mobile
65,"2024-09-23 11:28:49",1207,notification,tablet
66,"2024-10-18 09:37:13",1704,facebook,mobile
67,"2024-09-15 04:31:35",3386,google,tablet
68,"2025-03-14 11:30:13",1784,email,mobile
69,"2025-01-15 11:15:41",4601,facebook,mobile
70,"2024-10-09 19:24:14",1752,google,mobile
71,"2025-05-18 12:24:36",3923,instagram,mobile
72,"2025-05-30 08:08:27",949,NULL,mobile
73,"2025-04-07 00:26:41",4770,google,mobile
74,"2025-01-25 15:05:22",4624,google,mobile
75,"2025-01-17 06:24:57",2626,NULL,mobile
76,"2025-01-11 20:34:14",4360,NULL,mobile
77,"2024-11-11 13:27:07",302,NULL,mobile
78,"2025-03-02 07:11:21",710,NULL,desktop
79,"2025-06-17 06:00:45",2734,instagram,mobile
80,"2025-06-20 16:41:39",585,instagram,tablet
81,"2025-04-29 01:55:57",1328,facebook,mobile
82,"2025-06-03 07:37:54",1885,facebook,desktop
83,"2025-03-11 12:08:08",2499,NULL,tablet
84,"2025-04-30 21:32:53",2875,facebook,mobile
85,"2025-05-11 23:54:39",4936,NULL,mobile
86,"2025-03-18 12:40:09",2426,notification,mobile
87,"2025-06-20 08:10:05",2144,NULL,tablet
88,"2025-02-23 08:32:09",732,NULL,mobile
89,"2025-01-20 10:30:52",4270,google,mobile
90,"2024-12-30 00:49:43",1676,instagram,desktop
91,"2025-01-13 18:45:13",4970,google,mobile
92,"2025-03-04 12:31:49",1919,google,mobile
93,"2024-12-24 09:10:34",1519,NULL,mobile
94,"2025-03-19 13:32:50",2530,facebook,mobile
95,"2024-09-03 06:14:20",4851,facebook,desktop
96,"2024-11-15 14:03:25",3309,NULL,mobile
97,"2025-04-08 10:39:47",4528,notification,mobile
98,"2025-02-05 01:46:29",495,NULL,mobile
99,"2025-04-27 02:22:28",3940,NULL,tablet
100,"2025-02-22 18:13:00",4755,NULL,mobile
101,"2025-01-19 15:40:57",4897,NULL,mobile
102,"2024-09-20 19:28:50",744,NULL,mobile
103,"2025-03-13 18:08:13",969,NULL,mobile
104,"2024-10-28 23:44:02",1627,NULL,mobile
105,"2025-06-08 21:58:26",1824,google,mobile
106,"2025-04-29 01:38:45",3561,NULL,mobile
107,"2025-05-06 05:14:50",2195,NULL,mobile
108,"2024-10-09 00:50:20",2133,NULL,desktop
109,"2025-03-27 04:09:01",4046,facebook,mobile
110,"2024-12-30 03:08:00",2624,NULL,mobile
111,"2025-05-03 22:50:02",4519,facebook,mobile
112,"2024-09-27 12:47:28",7,facebook,mobile
113,"2025-03-09 22:48:48",3010,instagram,tablet
114,"2024-09-20 22:07:48",3210,NULL,desktop
115,"2024-11-10 00:37:44",4120,google,mobile
116,"2024-10-03 00:50:02",4752,notification,mobile
117,"2025-06-11 12:20:37",4580,notification,tablet
118,"2024-11-25 18:11:04",4141,NULL,mobile
119,"2025-06-02 08:41:27",2790,facebook,mobile
120,"2024-10-24 22:36:29",4344,instagram,mobile
121,"2025-03-22 01:59:32",263,email,mobile
122,"2025-02-07 18:39:11",3484,NULL,desktop
123,"2024-08-05 15:44:32",784,notification,desktop
124,"2024-09-20 12:26:32",3647,email,mobile
125,"2025-01-31 08:23:06",2136,facebook,mobile
126,"2024-12-15 22:47:08",2864,email,mobile
127,"2024-11-21 17:17:31",39,google,mobile
128,"2025-05-08 21:24:45",1858,google,mobile
129,"2024-08-21 18:52:14",4200,NULL,mobile
130,"2025-05-10 21:10:25",3027,instagram,tablet
131,"2024-12-19 05:56:39",203,facebook,mobile
132,"2025-01-17 09:01:38",2425,google,mobile
133,"2024-11-30 21:58:16",361,notification,mobile
134,"2025-04-19 23:04:18",856,email,tablet
135,"2024-12-11 05:39:00",4246,facebook,tablet
136,"2024-07-08 11:37:26",636,instagram,mobile
137,"2025-05-03 11:29:11",1316,NULL,mobile
138,"2024-12-27 23:21:41",3737,google,mobile
139,"2024-11-22 10:21:10",3261,NULL,mobile
140,"2025-03-30 00:20:52",3914,email,mobile
141,"2024-09-05 04:59:29",4767,notification,mobile
142,"2024-11-08 08:13:51",2497,NULL,desktop
143,"2025-06-26 07:01:29",4723,instagram,mobile
144,"2025-06-01 19:21:57",1136,instagram,mobile
145,"2025-02-02 01:28:53",3742,google,mobile
146,"2024-08-24 18:01:18",3643,google,mobile
147,"2025-03-07 03:23:27",3611,facebook,mobile
148,"2025-05-08 12:04:50",3632,NULL,mobile
149,"2024-09-04 05:57:51",931,google,mobile
150,"2025-05-14 11:21:19",4815,instagram,mobile
151,"2025-01-20 00:33:03",581,NULL,mobile
152,"2024-10-18 18:52:58",2465,NULL,mobile
153,"2025-02-15 23:10:41",2032,notification,mobile
154,"2024-09-21 21:01:22",720,facebook,mobile
155,"2024-07-05 20:32:46",4561,email,tablet
156,"2025-02-10 05:34:32",4683,NULL,mobile
157,"2025-02-25 00:23:30",695,NULL,tablet
158,"2024-12-14 11:16:41",3714,google,mobile
159,"2024-08-17 05:38:21",764,email,mobile
160,"2024-11-05 05:00:32",791,facebook,mobile
161,"2024-10-23 02:11:55",1061,google,mobile
162,"2025-06-30 15:04:41",555,NULL,mobile
163,"2025-05-26 23:01:19",1263,notification,mobile
164,"2025-06-06 16:52:17",4170,notification,mobile
165,"2024-07-10 19:42:17",1479,email,mobile
166,"2025-01-02 10:25:33",2206,google,mobile
167,"2024-10-03 09:32:44",2704,email,mobile
168,"2024-10-16 20:58:03",498,NULL,tablet
169,"2025-04-24 07:08:47",2609,email,mobile
170,"2024-11-27 10:29:59",3575,NULL,tablet
171,"2025-06-28 11:25:45",3964,NULL,mobile
172,"2025-06-02 01:01:52",1078,notification,mobile
173,"2025-04-18 20:45:25",4287,instagram,mobile
174,"2025-05-01 20:21:13",3361,NULL,tablet
175,"2025-01-12 05:49:54",2479,NULL,mobile
176,"2025-01-11 07:17:48",3601,facebook,mobile
177,"2025-01-18 01:46:22",1413,email,mobile
178,"2024-07-25 04:19:39",4208,NULL,mobile
179,"2024-10-11 07:05:39",4876,instagram,mobile
180,"2025-05-26 09:55:52",2282,instagram,mobile
181,"2025-02-10 22:20:32",1640,NULL,mobile
182,"2024-10-01 10:59:30",2261,NULL,mobile
183,"2024-11-29 01:26:01",2403,google,mobile
184,"2024-12-04 07:34:56",2346,NULL,mobile
185,"2025-02-19 02:27:49",4019,NULL,tablet
186,"2024-09-16 18:33:15",147,google,tablet
187,"2025-04-05 16:57:27",1059,google,mobile
188,"2024-07-28 11:46:26",134,email,mobile
189,"2024-12-24 21:21:03",4394,email,mobile
190,"2024-11-09 09:56:55",4525,NULL,mobile
191,"2025-05-19 00:46:44",2569,email,mobile
192,"2025-06-15 14:11:21",1393,google,mobile
193,"2024-10-25 02:08:40",172,instagram,tablet
194,"2024-11-17 00:38:58",1779,instagram,mobile
195,"2025-02-24 21:48:06",1225,google,mobile
196,"2024-07-01 18:44:50",2123,NULL,tablet
197,"2025-02-04 23:31:52",3211,google,mobile
198,"2025-03-08 20:30:59",668,google,mobile
199,"2025-06-10 21:32:55",2221,email,desktop
200,"2025-01-21 22:52:55",1345,instagram,mobile
201,"2024-10-15 00:40:10",4114,NULL,tablet
202,"2024-09-29 15:30:03",3238,google,mobile
203,"2025-02-24 02:31:13",372,NULL,mobile
204,"2024-07-15 10:52:05",1613,instagram,mobile
205,"2025-05-31 20:35:47",1858,notification,mobile
206,"2025-01-29 23:12:47",1463,NULL,mobile
207,"2025-03-08 23:27:22",2474,NULL,mobile
208,"2024-07-31 09:28:16",421,instagram,desktop
209,"2024-12-13 11:15:20",4034,notification,mobile
210,"2025-01-14 06:24:19",1435,email,tablet
211,"2024-07-08 18:01:25",1644,google,mobile
212,"2024-12-24 02:34:09",2988,google,tablet
213,"2025-02-25 06:56:30",3588,facebook,mobile
214,"2025-06-09 02:12:48",413,facebook,desktop
215,"2024-08-23 14:05:30",3279,facebook,tablet
216,"2024-07-30 09:53:10",2020,instagram,mobile
217,"2025-03-18 01:24:37",3562,NULL,tablet
218,"2025-04-11 22:05:08",4160,google,desktop
219,"2025-03-23 16:51:01",767,instagram,mobile
220,"2025-05-14 08:25:20",1920,NULL,mobile
221,"2024-11-05 00:42:39",1736,instagram,desktop
222,"2024-12-23 23:16:01",1511,notification,desktop
223,"2025-04-05 22:00:06",4851,NULL,mobile
224,"2025-06-16 19:01:14",2675,notification,mobile
225,"2024-10-25 17:39:39",3757,NULL,mobile
226,"2025-01-20 15:26:33",3796,facebook,mobile
227,"2025-01-22 21:42:24",360,email,mobile
228,"2024-10-11 07:02:07",4432,google,mobile
229,"2025-02-02 10:18:53",1297,email,tablet
230,"2024-07-25 08:37:14",2685,facebook,mobile
231,"2025-02-18 03:52:01",3659,NULL,tablet
232,"2025-01-08 16:07:59",187,google,mobile
233,"2025-01-31 11:25:48",2728,google,tablet
234,"2025-02-22 18:40:10",3932,NULL,tablet
235,"2025-03-30 19:57:26",3714,facebook,mobile
236,"2025-01-09 21:51:34",4955,notification,mobile
237,"2024-10-30 06:50:55",348,google,mobile
238,"2024-09-24 21:25:39",3266,google,tablet
239,"2024-08-13 01:14:39",4221,NULL,mobile
240,"2024-09-30 13:22:10",2346,google,mobile
241,"2025-01-18 17:38:50",16,NULL,mobile
242,"2024-11-01 07:16:43",2480,google,tablet
243,"2025-03-14 23:21:57",987,notification,tablet
244,"2024-08-13 22:43:28",150,NULL,mobile
245,"2025-03-02 23:11:40",449,NULL,desktop
246,"2024-08-21 02:47:47",81,NULL,mobile
247,"2024-09-24 16:07:59",2043,NULL,mobile
248,"2024-12-14 07:19:56",4680,email,tablet
249,"2024-07-28 15:09:07",2217,google,tablet
250,"2025-04-12 22:14:58",4469,email,mobile
251,"2025-06-07 13:22:08",2990,instagram,mobile
252,"2025-04-30 08:22:51",1132,email,mobile
253,"2024-08-29 06:27:55",3941,email,mobile
254,"2024-09-15 08:20:47",4276,facebook,mobile
255,"2024-12-12 04:09:16",4420,facebook,mobile
256,"2025-06-29 12:22:42",320,NULL,desktop
257,"2025-04-21 16:08:13",3769,instagram,desktop
258,"2025-03-11 09:57:49",1824,facebook,mobile
259,"2024-07-05 13:20:43",4682,google,mobile
260,"2025-02-22 04:25:53",3832,email,desktop
261,"2024-11-13 16:31:49",3334,facebook,mobile
262,"2024-08-30 12:28:15",2246,NULL,mobile
263,"2024-08-08 10:49:38",347,NULL,mobile
264,"2024-08-18 04:57:08",1436,facebook,mobile
265,"2024-09-14 07:10:08",840,notification,mobile
266,"2024-08-05 07:18:59",1111,NULL,tablet
267,"2025-03-18 03:51:06",136,email,mobile
268,"2024-11-12 00:37:05",1473,instagram,mobile
269,"2025-03-03 12:45:53",940,facebook,mobile
270,"2024-07-01 05:51:08",1206,facebook,mobile
271,"2024-10-26 11:14:52",1816,notification,mobile
272,"2024-09-01 02:38:25",1916,google,mobile
273,"2025-04-03 20:27:58",2994,google,mobile
274,"2025-05-16 02:46:57",3819,google,mobile
275,"2025-05-31 16:18:20",3338,NULL,desktop
276,"2024-11-09 18:33:21",3229,NULL,desktop
277,"2025-03-31 01:36:50",2347,notification,mobile
278,"2025-03-01 19:27:45",4410,email,mobile
279,"2024-08-18 07:17:52",3578,google,mobile
280,"2025-03-08 02:24:29",3499,notification,mobile
281,"2025-04-23 06:46:57",1297,google,tablet
282,"2025-04-23 22:16:14",3935,NULL,mobile
283,"2024-09-23 19:32:18",1978,google,desktop
284,"2025-04-26 13:03:19",4455,NULL,mobile
285,"2024-11-29 17:10:29",262,notification,mobile
286,"2025-03-02 02:16:28",958,google,desktop
287,"2024-08-31 18:35:04",3348,email,mobile
288,"2025-03-04 20:20:05",4424,notification,mobile
289,"2025-05-24 22:27:25",1503,NULL,mobile
290,"2024-09-07 22:12:11",1630,email,mobile
291,"2024-11-14 08:39:05",2116,facebook,mobile
292,"2025-01-10 05:36:30",2868,NULL,mobile
293,"2025-04-12 12:15:22",3951,google,desktop
294,"2024-07-27 12:59:04",4913,NULL,tablet
295,"2024-07-08 12:30:16",3766,NULL,mobile
296,"2024-12-30 10:54:13",3343,google,mobile
297,"2025-06-30 22:42:46",4734,NULL,mobile
298,"2024-09-02 20:34:30",3080,google,mobile
299,"2024-08-31 16:46:35",4358,NULL,mobile
300,"2024-07-12 14:38:39",4595,instagram,mobile
301,"2025-02-17 17:30:23",1674,google,mobile
302,"2024-10-08 18:01:58",4045,email,mobile
303,"2025-03-28 07:35:00",629,NULL,mobile
304,"2025-06-12 20:10:34",3325,notification,desktop
305,"2024-12-31 17:12:41",4550,google,mobile
306,"2025-01-28 04:01:59",1418,NULL,mobile
307,"2024-11-02 11:30:12",2660,notification,mobile
308,"2025-05-17 20:21:42",1573,NULL,desktop
309,"2024-10-31 12:57:35",4158,NULL,mobile
310,"2025-02-15 10:51:11",1502,NULL,desktop
311,"2024-07-22 15:29:35",2082,facebook,tablet
312,"2024-08-14 07:49:05",2907,NULL,mobile
313,"2025-02-26 17:59:04",2012,google,mobile
314,"2025-06-16 15:53:27",1284,email,mobile
315,"2024-09-17 17:46:16",3945,NULL,mobile
316,"2025-06-26 10:06:47",3822,NULL,desktop
317,"2025-02-27 20:31:22",4016,notification,mobile
318,"2024-08-15 20:56:50",4993,instagram,mobile
319,"2025-01-08 19:55:18",1746,facebook,mobile
320,"2025-01-19 15:46:15",2113,NULL,mobile
321,"2025-03-18 13:34:06",4879,google,mobile
322,"2025-05-07 13:08:39",817,facebook,mobile
323,"2025-04-25 01:15:40",1257,notification,mobile
324,"2024-11-27 01:19:22",3495,notification,mobile
325,"2024-09-08 20:16:35",4670,NULL,mobile
326,"2024-11-20 04:40:35",2376,NULL,tablet
327,"2024-09-26 04:10:53",4768,email,mobile
328,"2024-07-19 22:35:33",813,google,tablet
329,"2025-05-02 06:13:19",4496,facebook,mobile
330,"2024-12-06 19:39:50",3882,facebook,tablet
331,"2024-12-24 22:13:56",3872,email,mobile
332,"2024-12-24 22:35:18",1055,NULL,mobile
333,"2025-06-22 22:02:44",964,facebook,mobile
334,"2024-11-04 20:26:05",3891,NULL,mobile
335,"2024-08-10 08:15:38",4671,instagram,mobile
336,"2024-11-28 06:06:49",2026,google,mobile
337,"2024-11-13 22:08:11",1086,notification,mobile
338,"2025-06-13 18:18:46",3608,email,mobile
339,"2024-08-23 22:12:32",3973,google,desktop
340,"2025-06-06 23:17:05",2617,google,mobile
341,"2024-08-25 15:44:19",3283,google,mobile
342,"2025-06-07 09:14:53",2449,email,tablet
343,"2024-12-10 19:13:22",316,google,mobile
344,"2024-08-31 15:02:38",913,NULL,mobile
345,"2025-06-12 19:56:26",3277,email,tablet
346,"2024-10-01 18:36:06",2488,email,mobile
347,"2025-05-21 06:20:34",655,email,mobile
348,"2024-09-28 22:49:48",159,NULL,mobile
349,"2025-05-28 05:15:56",4591,instagram,mobile
350,"2024-09-20 13:46:04",1472,google,tablet
351,"2024-11-19 18:15:32",3290,NULL,tablet
352,"2024-09-16 13:01:02",1918,instagram,mobile
353,"2024-11-20 01:23:54",3995,facebook,desktop
354,"2024-12-18 17:01:16",3328,email,desktop
355,"2024-12-22 12:27:53",379,NULL,desktop
356,"2024-09-18 07:59:19",3888,instagram,tablet
357,"2024-08-15 21:55:02",1875,email,mobile
358,"2024-08-19 05:27:09",4967,google,mobile
359,"2025-05-02 03:20:55",537,NULL,mobile
360,"2024-07-27 05:41:02",2153,NULL,mobile
361,"2025-06-18 16:01:23",2056,google,mobile
362,"2025-04-14 04:29:26",1471,NULL,mobile
363,"2024-11-22 10:34:51",4987,NULL,mobile
364,"2025-02-07 22:04:43",2622,google,mobile
365,"2024-08-12 22:48:09",3907,instagram,tablet
366,"2025-06-23 22:15:28",3489,google,mobile
367,"2024-10-23 20:52:28",3315,NULL,mobile
368,"2025-03-20 20:51:00",4157,NULL,mobile
369,"2024-10-21 10:17:40",3890,NULL,mobile
370,"2025-03-27 16:58:57",3708,notification,mobile
371,"2025-04-30 08:34:38",3780,google,mobile
372,"2024-12-17 01:34:13",192,google,mobile
373,"2024-09-06 05:54:48",2801,google,mobile
374,"2024-07-22 18:46:30",1564,notification,tablet
375,"2024-08-19 23:48:43",2324,notification,desktop
376,"2025-06-03 14:18:05",3821,NULL,desktop
377,"2024-12-11 14:05:25",582,NULL,mobile
378,"2024-07-14 14:54:53",3874,instagram,desktop
379,"2025-03-08 10:37:01",2821,instagram,mobile
380,"2025-06-16 21:05:30",3285,email,mobile
381,"2025-01-15 03:26:45",4423,NULL,mobile
382,"2025-01-10 10:24:55",4816,NULL,mobile
383,"2024-07-09 04:07:59",3261,NULL,mobile
384,"2024-09-25 06:57:16",2274,instagram,mobile
385,"2025-01-30 05:08:19",3292,google,mobile
386,"2024-12-19 07:16:11",1317,NULL,mobile
387,"2025-03-29 09:55:00",4414,google,mobile
388,"2024-10-17 10:19:38",1843,NULL,mobile
389,"2024-10-02 05:11:39",1268,NULL,mobile
390,"2025-03-16 06:40:03",4735,google,desktop
391,"2024-07-16 11:18:36",1425,instagram,tablet
392,"2025-06-08 03:17:40",3520,NULL,mobile
393,"2025-05-07 13:41:37",3674,notification,mobile
394,"2025-04-30 14:49:32",175,facebook,desktop
395,"2025-02-11 01:50:57",1,NULL,mobile
396,"2024-07-18 22:36:19",3426,facebook,mobile
397,"2024-12-02 18:44:28",108,google,mobile
398,"2025-01-13 11:04:01",2104,email,mobile
399,"2024-08-15 18:00:47",570,instagram,desktop
400,"2024-10-02 01:48:24",3984,NULL,mobile
401,"2024-12-05 20:30:53",4989,instagram,mobile
402,"2024-09-26 11:41:36",512,NULL,tablet
403,"2024-08-22 04:25:46",4702,instagram,mobile
404,"2024-09-12 02:50:47",3740,google,tablet
405,"2025-05-21 13:18:31",3942,google,tablet
406,"2025-05-12 00:35:41",3231,NULL,mobile
407,"2024-10-17 04:15:41",4965,NULL,mobile
408,"2025-04-22 18:03:01",897,NULL,tablet
409,"2024-10-24 02:09:51",365,google,desktop
410,"2024-08-02 01:08:19",2406,NULL,mobile
411,"2025-02-08 20:32:49",4581,NULL,mobile
412,"2025-01-01 18:28:51",2650,google,tablet
413,"2025-01-02 07:29:21",1657,NULL,mobile
414,"2024-07-25 09:09:06",945,facebook,mobile
415,"2024-12-09 02:28:42",4904,NULL,tablet
416,"2024-11-15 23:46:12",2349,NULL,tablet
417,"2024-07-03 18:45:49",1813,NULL,mobile
418,"2024-07-15 04:10:16",2296,notification,mobile
419,"2024-12-05 15:03:45",4328,google,desktop
420,"2024-08-21 02:56:59",1554,google,tablet
421,"2024-11-02 04:46:18",1579,NULL,mobile
422,"2025-04-28 07:39:17",264,google,mobile
423,"2025-02-21 18:07:01",3385,NULL,desktop
424,"2025-06-09 19:21:38",138,NULL,mobile
425,"2024-08-17 17:26:58",4643,NULL,mobile
426,"2024-07-26 14:24:52",4831,NULL,tablet
427,"2024-07-21 09:38:19",2760,NULL,mobile
428,"2025-05-28 05:39:35",4689,NULL,mobile
429,"2024-10-07 01:06:51",476,instagram,tablet
430,"2024-09-11 06:29:38",2099,email,mobile
431,"2025-04-06 04:29:22",2129,notification,mobile
432,"2025-04-10 19:14:19",1121,notification,mobile
433,"2025-02-27 04:55:27",3903,google,mobile
434,"2025-06-26 04:59:02",3519,NULL,mobile
435,"2024-07-07 12:42:38",1157,NULL,tablet
436,"2025-02-09 00:35:05",278,google,mobile
437,"2024-10-20 19:18:43",2898,NULL,mobile
438,"2025-01-11 19:40:38",2330,NULL,mobile
439,"2025-03-14 18:43:44",2713,instagram,mobile
440,"2024-08-06 22:18:22",1165,email,desktop
441,"2025-04-01 22:06:01",2640,NULL,mobile
442,"2025-03-17 20:30:22",726,instagram,mobile
443,"2024-10-05 23:00:47",1760,NULL,mobile
444,"2025-05-12 03:53:15",3371,facebook,mobile
445,"2025-01-17 07:03:15",76,NULL,mobile
446,"2025-03-07 15:50:07",4035,NULL,tablet
447,"2025-02-25 05:04:40",1540,email,mobile
448,"2025-01-17 06:28:11",2735,facebook,mobile
449,"2024-08-13 13:07:45",446,google,mobile
450,"2025-01-10 17:12:21",4269,NULL,desktop
451,"2025-05-11 09:45:30",3201,facebook,tablet
452,"2024-07-20 00:12:55",2966,google,mobile
453,"2024-07-26 03:13:30",2515,NULL,mobile
454,"2024-07-29 15:55:45",3234,NULL,mobile
455,"2025-03-24 11:05:08",479,notification,mobile
456,"2024-10-02 18:08:02",1728,instagram,mobile
457,"2024-11-02 00:11:57",1122,NULL,mobile
458,"2024-11-26 01:27:42",2131,google,mobile
459,"2025-01-11 16:47:32",2978,instagram,mobile
460,"2024-08-25 13:25:48",461,instagram,mobile
461,"2024-10-23 22:38:38",698,email,mobile
462,"2025-02-13 14:27:28",4791,facebook,tablet
463,"2025-03-14 09:13:35",991,NULL,tablet
464,"2025-04-14 05:11:23",1773,NULL,mobile
465,"2025-02-17 23:02:57",4419,google,tablet
466,"2024-11-28 20:12:59",1978,NULL,mobile
467,"2025-06-28 22:57:50",3350,NULL,mobile
468,"2025-03-09 20:43:22",3939,google,mobile
469,"2025-06-09 06:44:25",4315,NULL,mobile
470,"2024-09-14 01:26:09",1274,NULL,mobile
471,"2024-11-19 05:19:38",3197,google,mobile
472,"2025-03-18 09:20:36",3562,facebook,mobile
473,"2024-11-16 05:28:05",1160,google,mobile
474,"2025-05-12 04:13:15",709,NULL,mobile
475,"2025-05-22 09:48:05",3341,NULL,mobile
476,"2024-11-16 04:22:28",1533,NULL,mobile
477,"2025-05-18 00:38:34",476,facebook,mobile
478,"2024-08-05 23:18:34",4172,instagram,mobile
479,"2025-06-14 04:16:12",3688,NULL,mobile
480,"2025-05-12 07:34:02",1822,google,mobile
481,"2024-11-18 16:00:14",1806,NULL,mobile
482,"2024-12-04 00:42:36",2011,notification,mobile
483,"2024-10-07 07:37:41",1201,instagram,desktop
484,"2025-06-10 08:53:18",2769,NULL,mobile
485,"2024-07-24 09:41:17",1640,instagram,desktop
486,"2025-06-10 03:59:16",3537,facebook,mobile
487,"2025-03-17 16:59:45",3559,google,mobile
488,"2024-12-06 08:16:09",3720,google,mobile
489,"2024-12-07 03:23:06",3182,instagram,mobile
490,"2024-11-11 20:39:27",556,email,mobile
491,"2025-04-11 19:34:11",4009,NULL,mobile
492,"2024-09-10 13:48:50",4028,instagram,desktop
493,"2024-07-17 00:14:01",843,email,mobile
494,"2024-12-29 03:24:09",2556,NULL,mobile
495,"2025-03-26 05:05:26",1634,google,mobile
496,"2025-06-21 05:48:40",173,NULL,mobile
497,"2025-02-10 13:06:42",813,NULL,tablet
498,"2025-04-10 19:10:52",2981,NULL,desktop
499,"2025-01-31 21:03:12",4876,NULL,mobile
500,"2025-02-01 07:46:43",4963,facebook,mobile
501,"2024-10-12 09:14:54",4545,NULL,mobile
502,"2025-05-16 18:34:04",4119,NULL,mobile
503,"2025-05-08 13:36:52",65,notification,tablet
504,"2025-05-01 03:40:59",4154,NULL,tablet
505,"2025-01-11 07:55:32",1382,NULL,mobile
506,"2025-03-27 16:32:21",398,facebook,mobile
507,"2025-04-21 17:36:03",791,notification,mobile
508,"2024-10-20 13:06:35",4998,NULL,mobile
509,"2025-06-16 14:24:11",1247,facebook,tablet
510,"2024-10-11 17:44:08",551,facebook,mobile
511,"2025-05-20 05:56:36",685,NULL,mobile
512,"2025-04-18 00:03:13",2026,notification,mobile
513,"2025-01-09 21:45:24",3882,NULL,desktop
514,"2025-03-04 13:49:46",2994,NULL,desktop
515,"2025-02-12 21:29:04",1967,facebook,mobile
516,"2025-02-20 21:24:39",2452,google,tablet
517,"2024-10-22 02:22:53",504,notification,desktop
518,"2025-06-01 12:09:23",1675,facebook,mobile
519,"2024-07-27 23:55:37",645,email,mobile
520,"2024-08-08 19:53:48",3237,facebook,tablet
521,"2025-05-26 17:28:16",4301,notification,mobile
522,"2024-08-31 22:10:14",133,google,mobile
523,"2025-03-18 21:10:54",1715,email,mobile
524,"2025-03-10 06:32:55",2419,NULL,mobile
525,"2025-03-18 18:13:17",1822,NULL,mobile
526,"2025-01-28 09:40:59",3632,instagram,mobile
527,"2024-10-20 17:05:18",1582,NULL,mobile
528,"2024-09-22 14:38:26",176,NULL,mobile
529,"2024-10-12 12:22:53",3374,facebook,mobile
530,"2025-06-13 02:02:53",4560,NULL,mobile
531,"2025-06-09 12:40:32",4812,google,mobile
532,"2024-07-15 00:49:19",1553,facebook,desktop
533,"2025-06-19 10:56:15",1917,NULL,mobile
534,"2024-11-01 06:46:25",3839,notification,tablet
