order_id,food_item_id,created_at,is_primary_item,price,quantity
55,1962,"2025-02-17 06:31:47",No,199,1
56,3301,"2024-11-24 03:36:40",Yes,285,1
56,996,"2024-11-24 03:36:40",No,231,1
56,2819,"2024-11-24 03:36:40",No,188,1
56,700,"2024-11-24 03:36:40",No,193,1
56,996,"2024-11-24 03:36:40",No,231,1
57,2881,"2024-10-10 13:00:16",Yes,283,1
57,270,"2024-10-10 13:00:16",No,226,1
57,3566,"2024-10-10 13:00:16",No,215,1
57,792,"2024-10-10 13:00:16",No,249,1
58,1654,"2025-04-10 00:15:11",Yes,277,1
59,799,"2025-04-07 19:14:14",No,280,1
59,2514,"2025-04-07 19:14:14",No,168,1
59,432,"2025-04-07 19:14:14",Yes,173,1
60,4128,"2024-09-10 11:02:08",Yes,106,1
61,3189,"2024-07-20 05:37:42",Yes,257,1
61,4411,"2024-07-20 05:37:42",No,256,1
61,2343,"2024-07-20 05:37:42",No,221,1
62,4513,"2025-05-30 12:37:52",Yes,280,1
62,4513,"2025-05-30 12:37:52",No,280,1
62,3756,"2025-05-30 12:37:52",No,204,1
62,2718,"2025-05-30 12:37:52",No,304,1
62,4513,"2025-05-30 12:37:52",No,280,1
63,415,"2025-06-20 21:02:44",No,207,1
63,658,"2025-06-20 21:02:44",No,164,1
63,4880,"2025-06-20 21:02:44",Yes,185,1
63,1435,"2025-06-20 21:02:44",No,182,1
64,703,"2025-04-17 02:26:58",Yes,223,1
64,4361,"2025-04-17 02:26:58",No,285,1
65,23,"2024-08-13 17:26:07",Yes,264,1
65,1261,"2024-08-13 17:26:07",No,198,1
65,284,"2024-08-13 17:26:07",No,279,1
65,1245,"2024-08-13 17:26:07",No,277,1
66,2685,"2024-12-22 01:47:53",No,292,1
66,602,"2024-12-22 01:47:53",No,282,1
66,1641,"2024-12-22 01:47:53",No,172,1
66,1120,"2024-12-22 01:47:53",Yes,251,1
67,4919,"2024-12-08 07:21:48",Yes,249,1
67,388,"2024-12-08 07:21:48",No,120,1
68,2678,"2025-01-14 00:40:16",Yes,305,1
68,3276,"2025-01-14 00:40:16",No,224,1
68,181,"2025-01-14 00:40:16",No,175,1
68,4258,"2025-01-14 00:40:16",No,216,1
68,4258,"2025-01-14 00:40:16",No,216,1
69,2759,"2025-03-04 06:01:26",No,264,1
69,583,"2025-03-04 06:01:26",No,175,1
69,2759,"2025-03-04 06:01:26",No,264,1
69,3260,"2025-03-04 06:01:26",Yes,228,1
70,4677,"2025-04-29 09:08:14",Yes,242,1
71,3892,"2025-06-13 00:36:48",Yes,186,1
71,2853,"2025-06-13 00:36:48",No,186,1
72,3848,"2024-08-15 13:46:03",Yes,220,1
72,919,"2024-08-15 13:46:03",No,226,1
72,3856,"2024-08-15 13:46:03",No,162,1
72,3330,"2024-08-15 13:46:03",No,264,1
72,4599,"2024-08-15 13:46:03",No,194,1
73,1497,"2024-12-27 05:15:00",Yes,188,1
74,2145,"2025-02-28 09:27:48",Yes,234,1
74,1785,"2025-02-28 09:27:48",No,293,1
74,3431,"2025-02-28 09:27:48",No,273,1
74,728,"2025-02-28 09:27:48",No,203,1
74,1525,"2025-02-28 09:27:48",No,252,1
75,2666,"2025-05-03 19:10:01",Yes,318,1
75,2675,"2025-05-03 19:10:01",No,173,1
75,2641,"2025-05-03 19:10:01",No,236,1
75,2666,"2025-05-03 19:10:01",No,318,1
76,213,"2024-07-07 15:34:10",Yes,165,1
77,2251,"2025-03-10 21:45:02",Yes,214,1
78,4771,"2025-04-10 18:28:40",Yes,323,1
78,1650,"2025-04-10 18:28:40",No,163,1
79,2171,"2025-06-30 03:52:01",Yes,144,1
79,3472,"2025-06-30 03:52:01",No,268,1
79,4298,"2025-06-30 03:52:01",No,239,1
79,3830,"2025-06-30 03:52:01",No,209,1
80,2282,"2024-09-25 05:49:35",Yes,213,1
80,1699,"2024-09-25 05:49:35",No,219,1
81,501,"2025-01-14 10:21:59",No,232,1
81,2620,"2025-01-14 10:21:59",No,254,1
81,2943,"2025-01-14 10:21:59",Yes,288,1
82,2346,"2025-06-22 22:58:54",Yes,213,1
82,2244,"2025-06-22 22:58:54",No,182,1
83,727,"2024-12-09 19:31:51",Yes,276,1
83,4553,"2024-12-09 19:31:51",No,141,1
83,727,"2024-12-09 19:31:51",No,276,1
84,2039,"2025-03-14 11:29:06",Yes,153,1
84,1418,"2025-03-14 11:29:06",No,241,1
85,967,"2025-06-02 01:40:02",No,209,1
85,1458,"2025-06-02 01:40:02",Yes,226,1
86,4892,"2025-05-26 13:19:12",No,182,1
86,1141,"2025-05-26 13:19:12",No,225,1
86,4127,"2025-05-26 13:19:12",No,214,1
86,954,"2025-05-26 13:19:12",Yes,124,1
86,954,"2025-05-26 13:19:12",No,124,1
87,4089,"2024-09-26 23:15:47",No,214,1
87,1494,"2024-09-26 23:15:47",Yes,284,1
87,4089,"2024-09-26 23:15:47",No,214,1
88,2308,"2025-01-17 04:49:31",No,193,1
88,1230,"2025-01-17 04:49:31",No,339,1
88,2382,"2025-01-17 04:49:31",Yes,164,1
88,436,"2025-01-17 04:49:31",No,176,1
89,1468,"2024-12-13 13:45:22",No,141,1
89,2776,"2024-12-13 13:45:22",Yes,148,1
90,972,"2024-10-29 14:06:45",Yes,210,1
90,2527,"2024-10-29 14:06:45",No,225,1
91,2719,"2024-11-26 02:43:50",Yes,135,1
92,4296,"2024-09-13 13:48:05",Yes,179,1
93,3999,"2024-11-06 05:38:08",Yes,248,1
93,3510,"2024-11-06 05:38:08",No,209,1
93,3626,"2024-11-06 05:38:08",No,245,1
93,2591,"2024-11-06 05:38:08",No,290,1
93,4612,"2024-11-06 05:38:08",No,181,1
94,2402,"2025-06-16 21:57:29",No,120,1
94,2386,"2025-06-16 21:57:29",No,211,1
94,2457,"2025-06-16 21:57:29",Yes,256,1
94,3850,"2025-06-16 21:57:29",No,221,1
95,4227,"2024-07-23 00:07:25",Yes,206,1
95,3038,"2024-07-23 00:07:25",No,215,1
96,1479,"2024-12-25 04:19:36",No,279,1
96,4244,"2024-12-25 04:19:36",Yes,222,1
96,2613,"2024-12-25 04:19:36",No,225,1
97,1743,"2024-10-06 02:32:08",No,315,1
97,2531,"2024-10-06 02:32:08",No,259,1
97,1431,"2024-10-06 02:32:08",Yes,261,1
97,2531,"2024-10-06 02:32:08",No,259,1
98,557,"2024-12-26 23:36:40",Yes,184,1
98,2628,"2024-12-26 23:36:40",No,189,1
98,4442,"2024-12-26 23:36:40",No,235,1
98,4809,"2024-12-26 23:36:40",No,183,1
99,2517,"2025-02-15 08:48:20",Yes,144,1
100,3984,"2025-05-30 15:35:16",No,238,1
100,2303,"2025-05-30 15:35:16",No,169,1
100,2811,"2025-05-30 15:35:16",No,262,1
100,3560,"2025-05-30 15:35:16",Yes,184,1
100,1079,"2025-05-30 15:35:16",No,190,1
101,2128,"2025-06-22 23:05:46",Yes,223,1
101,3407,"2025-06-22 23:05:46",No,146,1
101,2561,"2025-06-22 23:05:46",No,228,1
101,4419,"2025-06-22 23:05:46",No,249,1
101,3407,"2025-06-22 23:05:46",No,146,1
102,3759,"2025-04-10 15:09:11",Yes,218,1
102,2317,"2025-04-10 15:09:11",No,216,1
103,4070,"2025-05-28 09:58:02",No,228,1
103,4929,"2025-05-28 09:58:02",Yes,187,1
103,748,"2025-05-28 09:58:02",No,259,1
104,3037,"2025-06-07 00:07:00",No,220,1
104,4856,"2025-06-07 00:07:00",Yes,226,1
104,4233,"2025-06-07 00:07:00",No,126,1
105,3222,"2025-02-04 14:52:13",Yes,162,1
105,3222,"2025-02-04 14:52:13",No,162,1
105,777,"2025-02-04 14:52:13",No,292,1
105,1313,"2025-02-04 14:52:13",No,192,1
105,2636,"2025-02-04 14:52:13",No,324,1
106,708,"2024-09-17 06:15:34",Yes,274,1
106,708,"2024-09-17 06:15:34",No,274,1
106,3068,"2024-09-17 06:15:34",No,207,1
106,4447,"2024-09-17 06:15:34",No,122,1
107,3555,"2025-02-13 11:06:14",Yes,269,1
108,4752,"2024-07-21 00:17:13",Yes,316,1
108,4735,"2024-07-21 00:17:13",No,244,1
108,231,"2024-07-21 00:17:13",No,183,1
108,231,"2024-07-21 00:17:13",No,183,1
109,1834,"2024-08-19 18:24:06",Yes,138,1
109,3792,"2024-08-19 18:24:06",No,104,1
109,3792,"2024-08-19 18:24:06",No,104,1
109,3336,"2024-08-19 18:24:06",No,248,1
110,1044,"2025-03-17 21:14:54",No,181,1
110,1715,"2025-03-17 21:14:54",No,241,1
110,2625,"2025-03-17 21:14:54",Yes,241,1
110,1044,"2025-03-17 21:14:54",No,181,1
111,1019,"2024-09-30 03:17:35",Yes,204,1
111,453,"2024-09-30 03:17:35",No,237,1
111,4540,"2024-09-30 03:17:35",No,314,1
111,464,"2024-09-30 03:17:35",No,172,1
112,3391,"2025-02-19 18:45:40",Yes,152,1
112,4348,"2025-02-19 18:45:40",No,215,1
113,1522,"2025-05-04 03:51:40",No,314,1
113,4340,"2025-05-04 03:51:40",Yes,264,1
113,1522,"2025-05-04 03:51:40",No,314,1
114,4870,"2024-09-22 11:15:03",Yes,159,1
114,1958,"2024-09-22 11:15:03",No,226,1
114,4870,"2024-09-22 11:15:03",No,159,1
114,4403,"2024-09-22 11:15:03",No,269,1
115,4492,"2025-06-29 15:54:48",No,246,1
115,3417,"2025-06-29 15:54:48",No,155,1
115,1699,"2025-06-29 15:54:48",Yes,219,1
115,439,"2025-06-29 15:54:48",No,128,1
116,3882,"2024-10-31 04:50:44",No,120,1
116,1335,"2024-10-31 04:50:44",No,195,1
116,398,"2024-10-31 04:50:44",Yes,249,1
116,1077,"2024-10-31 04:50:44",No,185,1
116,1124,"2024-10-31 04:50:44",No,150,1
117,1141,"2024-08-14 16:12:23",Yes,225,1
117,3582,"2024-08-14 16:12:23",No,223,1
118,2190,"2025-04-17 03:39:41",Yes,251,1
118,4249,"2025-04-17 03:39:41",No,290,1
118,4507,"2025-04-17 03:39:41",No,312,1
118,4812,"2025-04-17 03:39:41",No,230,1
119,3561,"2025-06-29 18:05:04",No,230,1
119,345,"2025-06-29 18:05:04",No,260,1
119,1306,"2025-06-29 18:05:04",No,281,1
119,3413,"2025-06-29 18:05:04",No,223,1
119,1273,"2025-06-29 18:05:04",Yes,284,1
120,4760,"2024-11-20 03:12:01",Yes,181,1
120,2687,"2024-11-20 03:12:01",No,290,1
120,2813,"2024-11-20 03:12:01",No,118,1
121,1331,"2024-08-11 22:58:24",Yes,208,1
121,1243,"2024-08-11 22:58:24",No,138,1
122,2970,"2024-09-03 03:57:00",Yes,175,1
122,2970,"2024-09-03 03:57:00",No,175,1
123,4956,"2024-12-16 20:19:05",No,262,1
123,2782,"2024-12-16 20:19:05",No,317,1
123,4956,"2024-12-16 20:19:05",Yes,262,1
124,4720,"2025-05-19 20:58:51",Yes,287,1
124,3795,"2025-05-19 20:58:51",No,198,1
124,500,"2025-05-19 20:58:51",No,341,1
125,3672,"2024-12-29 00:38:36",Yes,219,1
125,4865,"2024-12-29 00:38:36",No,212,1
125,2040,"2024-12-29 00:38:36",No,137,1
125,2885,"2024-12-29 00:38:36",No,168,1
125,1654,"2024-12-29 00:38:36",No,277,1
126,3151,"2024-08-06 03:11:53",No,226,1
126,4551,"2024-08-06 03:11:53",No,205,1
126,3935,"2024-08-06 03:11:53",Yes,181,1
127,1491,"2024-11-24 23:28:02",Yes,300,1
127,4851,"2024-11-24 23:28:02",No,200,1
128,4195,"2025-04-15 21:36:21",Yes,195,1
128,2550,"2025-04-15 21:36:21",No,238,1
128,3679,"2025-04-15 21:36:21",No,218,1
129,3271,"2024-07-10 23:51:50",Yes,229,1
129,202,"2024-07-10 23:51:50",No,239,1
129,1544,"2024-07-10 23:51:50",No,267,1
130,3448,"2024-11-29 15:20:02",No,118,1
130,4046,"2024-11-29 15:20:02",Yes,284,1
130,2179,"2024-11-29 15:20:02",No,256,1
131,4001,"2025-05-22 18:20:28",Yes,193,1
131,4525,"2025-05-22 18:20:28",No,143,1
132,2609,"2024-08-21 14:21:34",Yes,219,1
132,4329,"2024-08-21 14:21:34",No,167,1
132,4666,"2024-08-21 14:21:34",No,192,1
132,1998,"2024-08-21 14:21:34",No,249,1
132,631,"2024-08-21 14:21:34",No,197,1
133,4235,"2024-08-01 01:16:52",Yes,263,1
134,4946,"2024-08-29 16:37:13",No,161,1
134,2785,"2024-08-29 16:37:13",No,231,1
134,1041,"2024-08-29 16:37:13",Yes,154,1
134,2785,"2024-08-29 16:37:13",No,231,1
135,3018,"2024-08-12 02:09:24",Yes,301,1
135,582,"2024-08-12 02:09:24",No,185,1
135,124,"2024-08-12 02:09:24",No,242,1
136,4604,"2025-04-08 20:03:53",No,232,1
136,3058,"2025-04-08 20:03:53",Yes,189,1
136,3058,"2025-04-08 20:03:53",No,189,1
137,2393,"2024-08-10 05:50:48",No,294,1
137,4334,"2024-08-10 05:50:48",No,253,1
137,4863,"2024-08-10 05:50:48",No,198,1
137,1172,"2024-08-10 05:50:48",Yes,314,1
137,3356,"2024-08-10 05:50:48",No,188,1
138,3049,"2024-11-30 04:06:55",Yes,217,1
138,1912,"2024-11-30 04:06:55",No,212,1
138,1912,"2024-11-30 04:06:55",No,212,1
138,4680,"2024-11-30 04:06:55",No,189,1
139,4160,"2024-07-08 19:12:58",Yes,162,1
139,691,"2024-07-08 19:12:58",No,343,1
140,1844,"2024-07-21 02:44:04",Yes,275,1
140,3554,"2024-07-21 02:44:04",No,132,1
140,2061,"2024-07-21 02:44:04",No,284,1
140,974,"2024-07-21 02:44:04",No,198,1
140,4082,"2024-07-21 02:44:04",No,236,1
141,4983,"2025-05-28 15:01:31",No,318,1
141,4043,"2025-05-28 15:01:31",Yes,176,1
141,3989,"2025-05-28 15:01:31",No,229,1
141,3911,"2025-05-28 15:01:31",No,295,1
142,1293,"2025-02-16 16:38:00",No,270,1
142,2135,"2025-02-16 16:38:00",No,312,1
142,3118,"2025-02-16 16:38:00",No,224,1
142,3851,"2025-02-16 16:38:00",Yes,288,1
142,3851,"2025-02-16 16:38:00",No,288,1
143,2934,"2025-01-01 12:19:29",Yes,282,1
143,324,"2025-01-01 12:19:29",No,195,1
143,2742,"2025-01-01 12:19:29",No,234,1
143,2742,"2025-01-01 12:19:29",No,234,1
144,2708,"2024-10-02 08:35:46",Yes,203,1
144,4556,"2024-10-02 08:35:46",No,222,1
144,4403,"2024-10-02 08:35:46",No,269,1
144,3720,"2024-10-02 08:35:46",No,311,1
145,4573,"2024-09-28 02:04:12",Yes,194,1
146,2836,"2025-03-28 19:50:33",Yes,137,1
147,2888,"2025-03-19 12:01:06",No,314,1
147,4818,"2025-03-19 12:01:06",Yes,180,1
147,2134,"2025-03-19 12:01:06",No,255,1
148,3911,"2025-06-20 20:04:03",Yes,295,1
148,3911,"2025-06-20 20:04:03",No,295,1
148,589,"2025-06-20 20:04:03",No,291,1
148,2431,"2025-06-20 20:04:03",No,177,1
149,1677,"2024-09-27 15:52:47",Yes,155,1
149,2826,"2024-09-27 15:52:47",No,111,1
150,1833,"2024-11-09 23:04:57",No,158,1
150,4427,"2024-11-09 23:04:57",No,185,1
150,4427,"2024-11-09 23:04:57",No,185,1
150,534,"2024-11-09 23:04:57",Yes,206,1
150,1833,"2024-11-09 23:04:57",No,158,1
151,4586,"2025-04-14 14:53:46",Yes,156,1
151,4586,"2025-04-14 14:53:46",No,156,1
152,3918,"2025-01-23 15:44:26",Yes,254,1
152,3587,"2025-01-23 15:44:26",No,302,1
152,3918,"2025-01-23 15:44:26",No,254,1
152,3918,"2025-01-23 15:44:26",No,254,1
152,255,"2025-01-23 15:44:26",No,225,1
153,663,"2024-11-30 19:29:32",No,257,1
153,2617,"2024-11-30 19:29:32",No,223,1
153,1532,"2024-11-30 19:29:32",Yes,223,1
153,4164,"2024-11-30 19:29:32",No,245,1
154,2129,"2025-05-18 12:50:35",Yes,243,1
155,3772,"2025-05-23 08:32:08",Yes,235,1
156,3341,"2024-10-18 17:59:55",No,266,1
156,3963,"2024-10-18 17:59:55",Yes,198,1
156,3679,"2024-10-18 17:59:55",No,218,1
157,4818,"2025-01-21 16:30:41",No,180,1
157,4560,"2025-01-21 16:30:41",No,306,1
157,2639,"2025-01-21 16:30:41",Yes,236,1
157,4494,"2025-01-21 16:30:41",No,174,1
158,2820,"2024-08-05 07:17:16",Yes,171,1
159,4311,"2024-12-08 12:09:34",Yes,213,1
159,1348,"2024-12-08 12:09:34",No,117,1
159,1333,"2024-12-08 12:09:34",No,304,1
159,2719,"2024-12-08 12:09:34",No,135,1
160,3425,"2024-07-03 06:49:08",Yes,170,1
160,3175,"2024-07-03 06:49:08",No,283,1
160,4913,"2024-07-03 06:49:08",No,251,1
161,4555,"2025-01-24 13:32:44",Yes,311,1
162,2273,"2024-12-01 06:29:31",Yes,136,1
162,4774,"2024-12-01 06:29:31",No,196,1
162,1645,"2024-12-01 06:29:31",No,266,1
163,794,"2025-05-28 06:02:35",Yes,305,1
164,2033,"2025-03-31 19:26:05",Yes,145,1
164,2048,"2025-03-31 19:26:05",No,202,1
164,1743,"2025-03-31 19:26:05",No,315,1
165,845,"2025-02-08 09:04:53",Yes,212,1
165,3823,"2025-02-08 09:04:53",No,288,1
166,4454,"2025-01-19 22:18:44",No,166,1
166,73,"2025-01-19 22:18:44",No,171,1
166,1326,"2025-01-19 22:18:44",Yes,191,1
167,4922,"2025-06-24 13:14:56",Yes,194,1
168,96,"2025-03-28 17:48:48",Yes,145,1
168,2411,"2025-03-28 17:48:48",No,222,1
168,4877,"2025-03-28 17:48:48",No,196,1
168,4877,"2025-03-28 17:48:48",No,196,1
169,3967,"2024-07-16 20:39:49",Yes,130,1
169,219,"2024-07-16 20:39:49",No,130,1
169,4833,"2024-07-16 20:39:49",No,216,1
169,2398,"2024-07-16 20:39:49",No,257,1
170,704,"2024-08-10 22:05:12",No,148,1
170,4336,"2024-08-10 22:05:12",No,114,1
170,3585,"2024-08-10 22:05:12",No,216,1
170,2954,"2024-08-10 22:05:12",Yes,242,1
170,3483,"2024-08-10 22:05:12",No,242,1
171,3450,"2024-11-05 22:10:23",Yes,149,1
172,1594,"2025-04-12 15:27:23",No,131,1
172,2920,"2025-04-12 15:27:23",Yes,236,1
172,2629,"2025-04-12 15:27:23",No,271,1
172,249,"2025-04-12 15:27:23",No,154,1
172,3031,"2025-04-12 15:27:23",No,193,1
173,2677,"2025-03-02 18:31:20",No,197,1
173,1771,"2025-03-02 18:31:20",No,180,1
173,1993,"2025-03-02 18:31:20",Yes,255,1
173,1993,"2025-03-02 18:31:20",No,255,1
174,896,"2025-05-10 01:35:25",Yes,131,1
174,967,"2025-05-10 01:35:25",No,209,1
174,4178,"2025-05-10 01:35:25",No,187,1
174,896,"2025-05-10 01:35:25",No,131,1
175,4943,"2024-10-24 23:44:42",Yes,297,1
176,4821,"2025-03-08 13:53:17",Yes,203,1
177,3529,"2024-10-25 16:28:32",No,167,1
177,3529,"2024-10-25 16:28:32",No,167,1
177,4741,"2024-10-25 16:28:32",Yes,232,1
177,2964,"2024-10-25 16:28:32",No,188,1
178,4100,"2024-08-25 16:43:54",Yes,190,1
178,2096,"2024-08-25 16:43:54",No,110,1
179,4487,"2024-08-13 20:01:51",Yes,191,1
179,4238,"2024-08-13 20:01:51",No,234,1
179,1676,"2024-08-13 20:01:51",No,215,1
179,3629,"2024-08-13 20:01:51",No,284,1
180,1797,"2024-07-30 18:13:37",No,163,1
180,3235,"2024-07-30 18:13:37",No,174,1
180,3015,"2024-07-30 18:13:37",No,182,1
